"ID","INCI","CAS","WE"
"24285","ROSA CHINENSIS FLOWER EXTRACT","-","-"
"24286","ROSA DAMASCENA BUD EXTRACT","90106-38-0","290-260-3"
"24287","ROSA DAMASCENA CALLUS","-","-"
"24288","ROSA DAMASCENA CALLUS CULTURE CONDITIONED MEDIA","-","-"
"24289","ROSA DAMASCENA CALLUS CULTURE EXTRACT","90106-38-0","290-260-3"
"24290","ROSA DAMASCENA CALLUS EXTRACELLULAR VESICLES","-","-"
"24291","ROSA DAMASCENA CALLUS EXTRACT","-","-"
"24292","ROSA DAMASCENA EXTRACT","90106-38-0","290-260-3"
"24293","ROSA DAMASCENA FLOWER","90106-38-0","290-260-3"
"24294","ROSA DAMASCENA FLOWER CERA","90106-38-0","290-260-3"
"24295","ROSA DAMASCENA FLOWER EXTRACT","90106-38-0","290-260-3"
"24296","ROSA DAMASCENA FLOWER OIL","90106-38-0 / 8007-01-0","290-260-3"
"24297","ROSA DAMASCENA FLOWER POWDER","90106-38-0","290-260-3"
"24298","ROSA DAMASCENA FLOWER WATER","90106-38-0","290-260-3"
"24299","ROSA DAMASCENA FLOWER WATER EXTRACT","-","-"
"24300","ROSA DAMASCENA FLOWER WAX","90106-38-0","290-260-3"
"24301","ROSA DAMASCENA LEAF CELL EXTRACT","90106-38-0","290-260-3"
"24302","ROSA DAMASCENA PHYTOPLACENTA CULTURE EXTRACT","90106-38-0","290-260-3"
"24303","ROSA DAVURICA BUD EXTRACT","-","-"
"24304","ROSA DAVURICA CALLUS CULTURE EXTRACT","-","-"
"24305","ROSA DAVURICA CALLUS EXTRACT","-","-"
"24306","ROSA DAVURICA LEAF EXTRACT","-","-"
"24307","ROSA DOUBLE DELIGHT STEM EXTRACT","-","-"
"24308","ROSA DUVICA CALLUS CULTURE EXTRACT","-","-"
"24309","ROSA EGLANTARIA FLOWER/LEAF/STEM EXTRACT","-","-"
"24310","ROSA EGLANTARIA SEED OIL","-","-"
"24311","ROSA EXTRACT","-","-"
"24312","ROSA FLORIBUNDA CALLUS EXTRACT","-","-"
"24313","ROSA FLORIBUNDA FLOWER EXTRACT","-","-"
"24314","ROSA GALLICA CALLUS EXTRACT","-","-"
"24315","ROSA GALLICA CALLUS LYSATE","-","-"
"24316","ROSA GALLICA CALLUS POWDER","-","-"
"24317","ROSA GALLICA FLOWER","-","-"
"24318","ROSA GALLICA FLOWER EXTRACT","84604-13-7","283-290-3"
"24319","ROSA GALLICA FLOWER OIL","84604-13-7","283-290-3"
"24320","ROSA GALLICA FLOWER POWDER","84604-13-7","283-290-3"
"24321","ROSA GALLICA FLOWER WATER","84604-13-7","283-290-3"
"24322","ROSA HIRTULA BRANCH/LEAF EXTRACT","-","-"
"24323","ROSA HYBRID CALLUS CULTURE EXTRACT","93062-88-5","296-844-4"
"24324","ROSA HYBRID FLOWER","-","-"
"24325","ROSA HYBRID FLOWER CERA","93062-88-5","296-844-4"
"24326","ROSA HYBRID FLOWER EXTRACT","93062-88-5","296-844-4"
"24327","ROSA HYBRID FLOWER WATER","93062-88-5","296-844-4"
"24328","ROSA HYBRID FLOWER WAX","93062-88-5","-"
"24329","ROSA HYBRID OVARY EXTRACT","93062-88-5","296-844-4"
"24330","ROSA HYBRID PHYTOPLACENTA EXTRACT","-","-"
"24331","ROSA INDICA FLOWER EXTRACT","97281-55-5","306-556-3"
"24332","ROSA KAMCHATICA FRUIT EXTRACT","-","-"
"24333","ROSA LAEVIGATA FRUIT EXTRACT","-","-"
"24334","ROSA LUCIAE BRANCH/FLOWER/LEAF EXTRACT","-","-"
"24335","ROSA MEICHIBON/DELGRAMAUE CALLUS","-","-"
"24336","ROSA MEIFAISSEL CALLUS EXTRACT","-","-"
"24337","ROSA MOSCHATA LEAF EXTRACT","-","-"
"24338","ROSA MOSCHATA OIL","-","-"
"24339","ROSA MOSCHATA SEED OIL","-","-"
"24340","ROSA MOSCHATA SEED POWDER","-","-"
"24341","ROSA MULTIFLORA EXTRACT","-","-"
"24342","ROSA MULTIFLORA FLOWER CERA","97593-51-6","307-356-9"
"24343","ROSA MULTIFLORA FLOWER EXTRACT","-","-"
"24344","ROSA MULTIFLORA FLOWER WATER","97593-51-6","307-356-9"
"24345","ROSA MULTIFLORA FLOWER WAX","97593-51-6","307-356-9"
"24346","ROSA MULTIFLORA FRUIT","97593-51-6","307-356-9"
"24347","ROSA MULTIFLORA FRUIT EXTRACT","97593-51-6","307-356-9"
"24348","ROSA MULTIFLORA LEAF/STEM EXTRACT","-","-"
"24349","ROSA MULTIFLORA ROOT EXTRACT","97593-51-6","307-356-9"
"24350","ROSA MULTIFLORA SEED OIL","-","-"
"24351","ROSA ODORATA EXTRACT","97676-09-0","307-685-8"
"24352","ROSA PENDULINA LEAF CELL EXTRACT","-","-"
"24353","ROSA ROXBURGHII FRUIT EXTRACT","223748-27-4","-"
"24354","ROSA ROXBURGHII JUICE","223748-27-4","-"
"24355","ROSA ROXBURGHII SEED OIL","-","-"
"24356","ROSA RUBIGINOSA FRUIT EXTRACT","-","-"
"24357","ROSA RUBIGINOSA SEED OIL","-","-"
"24358","ROSA RUBIGINOSA SEED OIL PEG-8 ESTERS","-","-"
"24359","ROSA RUBIGINOSA SEED OIL POLYGLYCERYL-6 ESTERS","-","-"
"24360","ROSA RUGOSA BRANCH/LEAF EXTRACT","-","-"
"24361","ROSA RUGOSA BUD POWDER","92347-25-6","296-213-3"
"24362","ROSA RUGOSA CALLUS CULTURE EXTRACT","-","-"
"24363","ROSA RUGOSA FLOWER EXTRACT","92347-25-6","296-213-3"
"24364","ROSA RUGOSA FLOWER OIL","92347-25-6","296-213-3"
"24365","ROSA RUGOSA FLOWER POWDER","-","-"
"24366","ROSA RUGOSA FLOWER WATER","92347-25-6","296-213-3"
"24367","ROSA RUGOSA FRUIT EXTRACT","92347-25-6","296-213-3"
"24368","ROSA RUGOSA LEAF EXTRACT","92347-25-6","296-213-3"
"24369","ROSA RUGOSA ROOT EXTRACT","92347-25-6","296-213-3"
"24370","ROSA RUGOSA SEED OIL","-","-"
"24371","ROSA RUGOSA STEM EXTRACT","92347-25-6","296-231-3"
"24372","ROSA SPINOSISSIMA FRUIT EXTRACT","97593-52-7","307-357-4"
"24373","ROSA WICHURAIANA STEM EXTRACT","-","-"
"24374","ROSE EXTRACT","84696-47-9","283-652-0"
"24375","ROSE FLOWER OIL","8007-01-0","-"
"24376","ROSE FLOWER OIL/EXTRACT","8007-01-0 / 90106-38-0 / 93334-48-6 / 84696-47-9 / 84604-12-6 / 84604-13-7 / - / 92347-25-6","-/ 290-260-3 / 297-122-1 / 283-652-0 / 283-289-8 / 283-290-3 / - / 296-213-3"
"24377","ROSE KETONE-3","57378-68-4","260-709-8"
"24378","ROSE KETONE-4","23696-85-7","245-833-2"
"24379","ROSE KETONE-5","33673-71-1","251-632-0"
"24380","ROSE KETONES","43052-87-5 / 23726-94-5 / 24720-09-0 / 23696-85-7 / 57378-68-4 / 71048-82-3 / 23726-92-3 / 23726-91-2","- / 245-845-8 / 246-430-4 / 245-833-2 / 260-709-8 / 275-156-8 / 245-843-7 / 245-842-1"
"24381","ROSIN","8050-09-7","232-475-7 (I)"
"24382","ROSIN ACRYLATE","83137-13-7","280-192-2"
"24383","ROSIN HYDROLYZED COLLAGEN","-","-"
"24384","ROSIN/FORMALDEHYDE COPOLYMER","65997-07-1","-"
"24385","ROSMARINIC ACID","20283-92-5","-"
"24386","ROSMARINOYL TETRAPEPTIDE-75","-","-"
"24387","ROSMARINUS OFFICINALIS CALLUS EXTRACT","-","-"
"24388","ROSMARINUS OFFICINALIS EXTRACT","84604-14-8","283-291-9"
"24389","ROSMARINUS OFFICINALIS FLOWER CERA","84604-14-8","283-291-9"
"24390","ROSMARINUS OFFICINALIS FLOWER EXTRACT","84604-14-8","283-291-9"
"24391","ROSMARINUS OFFICINALIS FLOWER OIL","84604-14-8","283-291-9"
"24392","ROSMARINUS OFFICINALIS FLOWER WAX","-","-"
"24393","ROSMARINUS OFFICINALIS FLOWER/LEAF/STEM EXTRACT","84604-14-8","283-291-9"
"24394","ROSMARINUS OFFICINALIS FLOWER/LEAF/STEM WATER","84604-14-8","283-291-9"
"24395","ROSMARINUS OFFICINALIS LEAF","84604-14-8","283-291-9"
"24396","ROSMARINUS OFFICINALIS LEAF EXTRACT","84604-14-8","283-291-9"
"24397","ROSMARINUS OFFICINALIS LEAF OIL","84604-14-8 / 8000-25-7","283-291-9"
"24398","ROSMARINUS OFFICINALIS LEAF POWDER","84604-14-8","283-291-9"
"24399","ROSMARINUS OFFICINALIS LEAF WATER","84604-14-8","283-291-9"
"24400","ROSMARINUS OFFICINALIS LEAF/STEM OIL","84604-14-8","283-291-9"
"24401","ROSMARINUS OFFICINALIS LEAF/STEM WATER","-","-"
"24402","ROSMARINUS OFFICINALIS PHYTOPLACENTA EXTRACT","-","-"
"24403","ROSMARINUS OFFICINALIS STEM OIL","84604-14-8","283-291-9"
"24404","ROSMARINUS OFFICINALIS WATER","84604-14-8","283-291-9"
"24405","ROSMARINYL GLUCOSIDE","-","-"
"24406","ROUGH LEATHER CORAL EXTRACT","-","-"
"24407","ROYAL JELLY","8031-67-2","-"
"24408","ROYAL JELLY EXTRACT","91081-56-0","293-662-7"
"24409","ROYAL JELLY POWDER","91081-56-0 / 8031-67-2","293-662-7 / -"
"24410","ROYAL JELLY WATER","-","-"
"24418","RS-CHAETOCEROS NEOGRACILE POLYPEPTIDE-1","-","-"
"24428","RUBBER LATEX","9006-04-6","-"
"24429","RUBBER LATEX EXTRACT","-","-"
"24430","RUBIA ARGYI ROOT EXTRACT","-","-"
"24431","RUBIA CORDIFOLIA ROOT EXTRACT","91845-24-8","295-195-4"
"24432","RUBIA CORDIFOLIA ROOT POWDER","91845-24-8","295-195-4"
"24433","RUBIA CORDIFOLIA STEM EXTRACT","91845-24-8","295-195-4"
"24434","RUBIA TINCTORUM ROOT","84650-16-8","283-497-9"
"24435","RUBIA TINCTORUM ROOT EXTRACT","84650-16-8","283-497-9"
"24436","RUBIA YUNNANENSIS EXTRACT","-","-"
"24437","RUBUS ARCTICUS CALLUS EXTRACT","-","-"
"24438","RUBUS ARCTICUS FRUIT EXTRACT","-","-"
"24439","RUBUS ARCTICUS FRUIT WATER","-","-"
"24440","RUBUS CAESIUS FRUIT EXTRACT","-","-"
"24441","RUBUS CHAMAEMORUS CALLUS","-","-"
"24442","RUBUS CHAMAEMORUS FRUIT EXTRACT","-","-"
"24443","RUBUS CHAMAEMORUS FRUIT JUICE","-","-"
"24444","RUBUS CHAMAEMORUS FRUIT JUICE EXTRACT","2077941-08-1","-"
"24445","RUBUS CHAMAEMORUS SEED EXTRACT","-","-"
"24446","RUBUS CHAMAEMORUS SEED OIL","-","-"
"24447","RUBUS CHINGII FRUIT EXTRACT","223748-34-3","-"
"24448","RUBUS COREANUS FRUIT EXTRACT","-","-"
"24449","RUBUS COREANUS ROOT EXTRACT","-","-"
"24450","RUBUS COREANUS SEED EXTRACT","-","-"
"24451","RUBUS COREANUS SEED OIL","-","-"
"24452","RUBUS CRATAEGIFOLIUS FRUIT EXTRACT","-","-"
"24453","RUBUS CRATAEGIFOLIUS FRUIT WATER","-","-"
"24454","RUBUS DELICIOSUS EXTRACT","-","-"
"24455","RUBUS DELICIOSUS FRUIT JUICE","-","-"
"24456","RUBUS ELLIPTICUS FRUIT EXTRACT","-","-"
"24457","RUBUS ELLIPTICUS ROOT EXTRACT","-","-"
"24458","RUBUS FRUTICOSUS FRUIT EXTRACT","84787-69-9","284-110-6"
"24459","RUBUS FRUTICOSUS FRUIT WATER","84787-69-9","284-110-6"
"24460","RUBUS FRUTICOSUS FRUIT/(CYMBOPOGON CITRATUS/EQUISETUM ARVENSE/EUCALYPTUS DIVES) LEAF/(LAVENDER LEAF/FLOWER)/(HOUTTUYNIA CORDATA LEAF/FLOWER/STEM)/(PEACH FRUIT/LEAF)/(ARTEMISIA PRINCEPS/PINUS DENSIFLORA/PINUS THUNBERGII LEAF/STEM) FERMENT FILTRATE","-","-"
"24461","RUBUS FRUTICOSUS JUICE","84787-69-9","284-110-6"
"24462","RUBUS FRUTICOSUS LEAF CELL EXTRACT","-","-"
"24463","RUBUS FRUTICOSUS LEAF EXTRACT","84787-69-9","284-110-6"
"24464","RUBUS FRUTICOSUS SEED","84787-69-9","284-110-6"
"24465","RUBUS FRUTICOSUS/IDAEUS EXTRACT","-","-"
"24466","RUBUS GLAUCUS SEED OIL","-","-"
"24467","RUBUS HIRSUTUS FRUIT/LEAF EXTRACT","-","-"
"24468","RUBUS IDAEUS BUD EXTRACT","-","-"
"24469","RUBUS IDAEUS CALLUS EXTRACT","-","-"
"24470","RUBUS IDAEUS CALLUS POWDER","-","-"
"24471","RUBUS IDAEUS EXTRACT","84929-76-0","284-554-0"
"24472","RUBUS IDAEUS FRUIT","84929-76-0","284-554-0"
"24473","RUBUS IDAEUS FRUIT EXTRACT","84929-76-0","284-554-0"
"24474","RUBUS IDAEUS FRUIT WATER","94929-76-0","284-554-0"
"24475","RUBUS IDAEUS JUICE","84929-76-0 / 8027-46-1","284-554-0 / -"
"24476","RUBUS IDAEUS LEAF CELL CULTURE","84929-76-0","284-554-0"
"24477","RUBUS IDAEUS LEAF CERA","84929-76-0","284-554-0"
"24478","RUBUS IDAEUS LEAF EXTRACT","84929-76-0","284-554-0"
"24479","RUBUS IDAEUS LEAF POWDER","84929-76-0","284-554-0"
"24480","RUBUS IDAEUS LEAF WAX","-","-"
"24481","RUBUS IDAEUS SACHALINENSIS FRUIT JUICE","-","-"
"24482","RUBUS IDAEUS SEED","84929-76-0","284-554-0"
"24483","RUBUS IDAEUS SEED EXTRACT","84929-76-0","284-554-0"
"24484","RUBUS IDAEUS SEED OIL","84929-76-0","284-554-0"
"24485","RUBUS IDAEUS SEED POWDER","84929-76-0","284-554-0"
"24486","RUBUS IDAEUS SEEDCAKE POWDER","-","-"
"24487","RUBUS IDAEUS/URSINUS FRUIT EXTRACT","-","-"
"24488","RUBUS IDAEUS/URSINUS FRUIT JUICE EXTRACT","-","-"
"24489","RUBUS LACINIATUS SEED OIL","-","-"
"24490","RUBUS MOLUCCANUS FRUIT EXTRACT","-","-"
"24491","RUBUS OCCIDENTALIS FRUIT EXTRACT","68915-99-1","272-819-3"
"24492","RUBUS OCCIDENTALIS FRUIT JUICE","68915-99-1","272-819-3"
"24493","RUBUS OCCIDENTALIS SEED OIL","68915-99-1","272-819-3"
"24494","RUBUS PARVIFOLIUS FRUIT EXTRACT","-","-"
"24495","RUBUS PUNGENS LEAF/STEM EXTRACT","-","-"
"24496","RUBUS RIBISOIDEUS FRUIT EXTRACT","-","-"
"24497","RUBUS STRIGOSUS SEED","-","-"
"24498","RUBUS SUAVISSIMUS LEAF EXTRACT","-","-"
"24499","RUBUS VILLOSUS FRUIT EXTRACT","93165-71-0","296-958-4"
"24500","RUBUS VILLOSUS LEAF EXTRACT","93165-71-0","296-958-4"
"24501","RUBUS VILLOSUS ROOT EXTRACT","93165-71-0","296-958-4"
"24502","RUBUSOSIDE","64849-39-4","-"
"24503","RUBY EXTRACT","-","-"
"24504","RUBY POWDER","12174-49-1","-"
"24505","RUDBECKIA HIRTA SEED EXTRACT","-","-"
"24506","RUMEX ACETOSA LEAF EXTRACT","90106-39-1","290-261-9"
"24507","RUMEX ACETOSELLA EXTRACT","-","-"
"24508","RUMEX CRISPUS FLOWER/LEAF/STEM EXTRACT","90106-41-5","290-264-5"
"24509","RUMEX CRISPUS ROOT EXTRACT","90106-41-5","290-264-5"
"24510","RUMEX OCCIDENTALIS EXTRACT","-","-"
"24511","RUMEX PSEUDONATRONATUS FLOWER/LEAF/STEM EXTRACT","-","-"
"24512","RUMEX STENOPHYLLUS FLOWER/LEAF/STEM EXTRACT","-","-"
"24513","RUMEX WALLICHII EXTRACT","-","-"
"24514","RUSCOGENIN","472-11-7","207-447-2"
"24515","RUSCUS ACULEATUS ROOT EXTRACT","84012-38-4","281-682-9"
"24516","RUSSELIA EQUISETIFORMIS FLOWER/LEAF/STEM EXTRACT","-","-"
"24517","RUSSULA VIRESENS EXTRACT","-","-"
"24518","RUTA GRAVEOLENS HERB OIL","84929-47-5","284-531-5"
"24519","RUTA GRAVEOLENS LEAF EXTRACT","84929-47-5","284-531-5"
"24520","RUTA GRAVEOLENS LEAF/ROOT/STEM EXTRACT","84929-47-5","284-531-5"
"24521","RUTA GRAVEOLENS LEAF/STEM EXTRACT","-","-"
"24522","RUTA GRAVEOLENS OIL","8014-29-7 / 84929-47-5","- / 284-531-5"
"24523","RUTIN","153-18-4 / 130603-71-4","205-814-1"
"24524","RUTINYL SUCCINATE","267006-02-0","-"
"24525","RUTTNERA LAMELLOSA OIL","-","-"
"24526","S-(CUTIBACTERIUM ACNES OLIGOPEPTIDE-3 OLIGOPEPTIDE-208 CUTIBACTERIUM ACNES OLIGOPEPTIDE-3 GLYCINE)","-","-"
"24527","S-(LYSYL CUTIBACTERIUM ACNES OLIGOPEPTIDE-2 OLIGOPEPTIDE-209 CUTIBACTERIUM ACNES OLIGOPEPTIDE-2 DIPEPTIDE-15)","-","-"
"24851","S-ALLYLCYSTEINE","21593-77-1","-"
"24966","S-APAMIN SP","-","-"
"24997","S-ARACHIDONOYL/LINOLENOYL/LINOLEOYL GLUTATHIONE","-","-"
"25072","S-BLACK WIDOW SPIDER HEXAPEPTIDE-1 SP","-","-"
"25073","S-BLACK WIDOW SPIDER PENTAPEPTIDE-1 SP","-","-"
"25074","S-BOVINE OLIGOPEPTIDE-1","-","-"
"25075","S-BOX JELLYFISH OCTAPEPTIDE-1 SP","-","-"
"25076","S-BOX JELLYFISH PENTAPEPTIDE-1 SP","-","-"
"25084","S-CENTIPEDE DECAPEPTIDE-1","-","-"
"25085","S-CENTIPEDE OLIGOPEPTIDE-1 AMIDE","-","-"
"25170","S-CLOSTRIDIUM BOTULINUM DECAPEPTIDE-1","-","-"
"25171","S-CLOSTRIDIUM BOTULINUM DECAPEPTIDE-2","-","-"
"25172","S-CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1","-","-"
"25173","S-COCONUT ANTIMICROBIAL PEPTIDE 1","-","-"
"25178","S-COW OLIGOPEPTIDE-1 SP","-","-"
"25179","S-COW OLIGOPEPTIDE-2 SP","-","-"
"25180","S-COW PENTAPEPTIDE-1 SP","-","-"
"25197","S-CUTIBACTERIUM ACNES OLIGOPEPTIDE-1","-","-"
"25198","S-CUTIBACTERIUM ACNES OLIGOPEPTIDE-2","-","-"
"25227","S-DNA APTAMER-1","-","-"
"25228","S-DNA APTAMER-2","2145134-87-6","-"
"25229","S-DNA APTAMER-3","2421288-96-0","-"
"25230","S-DNA APTAMER-4","2442621-49-8","-"
"25231","S-DNA APTAMER-5","-","-"
"25300","S-ENTEROBACTERIA PHAGE T4 DECAPEPTIDE-1 SP TRIFLUOROACETATE","-","-"
"25352","S-FROG OCTAPEPTIDE-1 D-LEUCYL D-LYSYL TRIPEPTIDE-90 AMIDE","-","-"
"25353","S-FROG OLIGOPEPTIDE-1 AMIDE","-","-"
"25354","S-GLYOXYLOYL ACETYL CYSTEINE","-","-"
"25436","S-HIBISCUS SABDARIFFA OLIGOPEPTIDE-1 AMIDE","-","-"
"25445","S-HIV-1 OLIGOPEPTIDE-1","-","-"
"25446","S-HIV-1 OLIGOPEPTIDE-2 SP","-","-"
"25447","S-HIV-1 OLIGOPEPTIDE-3 SH-OLIGOPEPTIDE-87 LYSINE SP","-","-"
"25448","S-HIV-1 OLIGOPEPTIDE-3 SP","-","-"
"25449","S-HIV-1 OLIGOPEPTIDE-4 S-COW OLIGOPEPTIDE-2 SP","-","-"
"25450","S-HIV-1 OLIGOPEPTIDE-4 SH-OLIGOPEPTIDE-87 LYSINE SP","-","-"
"25451","S-HIV-1 OLIGOPEPTIDE-4 SP","-","-"
"25452","S-HIV-1 OLIGOPEPTIDE-5 SH-DECAPEPTIDE-8 SP","-","-"
"25453","S-HIV-1 OLIGOPEPTIDE-5 SP","-","-"
"25454","S-HIV-1 OLIGOPEPTIDE-6","-","-"
"25455","S-HIV-1 OLIGOPEPTIDE-6 SH-OLIGOPEPTIDE-1 SP","-","-"
"25456","S-HIV-1 OLIGOPEPTIDE-7","-","-"
"25457","S-HIV-1 OLIGOPEPTIDE-7 SH-HEPTAPEPTIDE-18 SP","-","-"
"25458","S-HIV-1 OLIGOPEPTIDE-7 SH-OLIGOPEPTIDE-1 SP","-","-"
"25890","S-LACTOYLGLUTATHIONE","54398-03-7","-"
"25892","S-MELITTIN","-","-"
"25893","S-METHANOCALDOCOCCUS JANNASCHII HEPTAPEPTIDE-1","-","-"
"25906","S-MOUSE OLIGOPEPTIDE-1","-","-"
"25907","S-MU-CONOTOXIN CNIIIC","936616-33-0","-"
"25908","S-MU-CONOTOXIN CNIIIC ACETATE","-","-"
"25909","S-MUSSEL HEXAPEPTIDE-1 SP","-","-"
"25910","S-MUSSEL OLIGOPEPTIDE-1","-","-"
"25911","S-MUSSEL OLIGOPEPTIDE-2","-","-"
"25912","S-MUSSEL POLYPEPTIDE-1","-","-"
"25917","S-OCTOPUS HEXAPEPTIDE-1 SP","-","-"
"25918","S-OCTOPUS PENTAPEPTIDE-1 SP","-","-"
"26819","S-OLIVOYL GLUTATHIONE","-","-"
"26960","S-ORIENTAL FIRE-BELLIED TOAD OLIGOPEPTIDE-1","-","-"
"26999","S-PALMITOYLGLUTATHIONE","-","-"
"27013","S-PEA OLIGOPEPTIDE-1 SP","-","-"
"27015","S-PENTADIPLANDRA BRAZZEANA DEFENSIN-LIKE PROTEIN","-","-"
"27076","S-PROPIONIBACTERIUM PHAGE P9.1 POLYPEPTIDE-1","-","-"
"27117","S-RATTLESNAKE DECAPEPTIDE-1 AMIDE","-","-"
"27146","S-RICE OLIGOPEPTIDE-1","-","-"
"27147","S-RICE POLYPEPTIDE-1","-","-"
"27148","S-RICE POLYPEPTIDE-2","-","-"
"27152","S-RNA","-","-"
"27153","S-RNA-2","-","-"
"27154","S-RNA-3","-","-"
"27155","S-RNA-4","-","-"
"27187","S-SCORPION OLIGOPEPTIDE-1 AMIDE","-","-"
"27188","S-SEA ANEMONE HEPTAPEPTIDE-1 SP","-","-"
"27189","S-SILKWORM OLIGOPEPTIDE-1 SP","-","-"
"27190","S-SNAIL OLIGOPEPTIDE-1","-","-"
"27191","S-SOLITARY BEE OLIGOPEPTIDE-1","-","-"
"27192","S-SOYBEAN OLIGOPEPTIDE-1 SP","-","-"
"27193","S-SPIDER OLIGOPEPTIDE-1","-","-"
"27194","S-SPIDER POLYPEPTIDE-6","-","-"
"27195","S-STAPHYLOCOCCUS AUREUS POLYPEPTIDE-1","-","-"
"27196","S-STEAROYL GLUTATHIONE","-","-"
"27197","S-SYRINGOYL ACETYL ETHYL CYSTEINATE","-","-"
"27198","S-SYRINGOYL ACETYL METHYL CYSTEINATE","-","-"
"27414","S-TEPIDAMORPHUS GEMMATUS OLIGOPEPTIDE-1 SP","-","-"
"27422","S-TERTIAPIN SP","-","-"
"27626","S-VIPER CYSTEINE-RICH VENOM PROTEIN","-","-"
"27627","S-WATER BEAR OCTAPEPTIDE-1","-","-"
"24528","SABATIA ANGULARIS EXTRACT","-","-"
"24529","SACCHARATED LIME","5793-88-4 / 8002-17-3","227-334-1"
"24530","SACCHARIDE HYDROLYSATE","8013-17-0","232-393-1"
"24531","SACCHARIDE ISOMERATE","100843-69-4","-"
"24532","SACCHARIN","81-07-2","201-321-0"
"24533","SACCHARINA ANGUSTATA EXTRACT","-","-"
"24534","SACCHARINA ANGUSTATA/UNDARIA PINNATIFIDA EXTRACT","-","-"
"24535","SACCHARINA JAPONICA EXTRACT","-","-"
"24536","SACCHARINA LATISSIMA EXTRACT","-","-"
"24537","SACCHARINA LONGICRURIS EXTRACT","-","-"
"24538","SACCHAROMYCES","-","-"
"24539","SACCHAROMYCES BOULADARDII/(ASPARAGUS COCHINCHINENSIS/LYCIUM CHINENSE/OPHIOPOGON JAPONICUS/PANAX GINSENG/REHMANNIA GLUTINOSA) ROOT/PORIA COCOS FERMENT FILTRATE","-","-"
"24540","SACCHAROMYCES CEREVISIAE EXTRACT","84604-16-0","283-294-5"
"24541","SACCHAROMYCES EXTRACT","-","-"
"24542","SACCHAROMYCES FERMENT","-","-"
"24543","SACCHAROMYCES FERMENT FILTRATE","-","-"
"24544","SACCHAROMYCES FERMENT LYSATE FILTRATE","-","-"
"24545","SACCHAROMYCES LYSATE","-","-"
"24546","SACCHAROMYCES LYSATE EXTRACT","-","-"
"24547","SACCHAROMYCES LYSATE EXTRACT FILTRATE","-","-"
"24548","SACCHAROMYCES LYSATE FILTRATE","-","-"
"24549","SACCHAROMYCES POLYPEPTIDES","227024-35-3","-"
"24550","SACCHAROMYCES/(ABELIOPHYLLUM DISTICHUM/AGAVE TEQUILANA) STEM EXTRACT FERMENT FILTRATE","-","-"
"24551","SACCHAROMYCES/(ACHYRANTHES BIDENTATA/ANGELICA GIGAS/ANGELICA PUBESCENS/ANGELICA TENUISSIMA/ASARUM SIEBOLDI/CNIDIUM OFFICINALE/LEDEBOURIELLA DIVARICATA/PAEONIA SUFFRUTICOSA) ROOT/EUCOMMIA ULMOIDES BARK/MAGNOLIA LILIFLORA BUD FERMENT FILTRATE","-","-"
"24552","SACCHAROMYCES/(ALPINIA ZERUMBET/ORIGANUM MAJORANA) LEAF/RICE FERMENT FILTRATE","-","-"
"24553","SACCHAROMYCES/(ANGELICA GIGAS/CNIDIUM OFFICINALE/PAEONIA LACTIFLORA/REHMANNIA GLUTINOSA) ROOT EXTRACT FERMENT FILTRATE","-","-"
"24554","SACCHAROMYCES/(ASPARAGUS COCHINCHINENSIS/LYCIUM CHINENSE/OPHIOPOGON JAPONICUS/PANAX GINSENG/REHMANNIA GLUTINOSA) ROOT/PORIA COCOS FERMENT FILTRATE","-","-"
"24555","SACCHAROMYCES/(CLOVE/LAVENDER) FLOWER/(ANISE/BRASSICA NAPUS/CORIANDER/FENNEL/HYPERICUM PERFORATUM/NIGELLA SATIVA/PARSLEY) FRUIT/(CYMBOPOGON CITRATUS/FRAXINUS EXCELSIOR/LAURUS NOBILIS/MARRUBIUM VULGARE/SAGE/STACHYS OFFICINALIS) LEAF/(GINGER/VALERIANA OFFICINALIS) ROOT/(CINNAMOMUM ZEYLANICUM/STACHYS OFFICINALIS) STEM/HONEY FERMENT EXTRACT","-","-"
"24556","SACCHAROMYCES/(COLLAGEN/HYDROLYZED PANAX GINSENG ROOT EXTRACT) FERMENT","-","-"
"24557","SACCHAROMYCES/(GRAPE/CITRUS JUNOS) FRUIT FERMENT FILTRATE","-","-"
"24558","SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) LEAF EXTRACT FERMENT FILTRATE","-","-"
"24559","SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE","-","-"
"24560","SACCHAROMYCES/(PANAX GINSENG/OPHIOPOGON JAPONICUS) ROOT/RHUS SEMIALATA GALL/(EUCALYPTUS GLOBULUS/ALCHEMILLA VULGARIS)LEAF/HIZIKIA FUSIFORME/SALICORNIA HERBACEA/SARGASSUM FULVELLUM FERMENT EXTRACT FILTRATE","-","-"
"24561","SACCHAROMYCES/ACANTHOPANAX SESSILIFLORUS EXTRACT FERMENT FILTRATE","-","-"
